output_id,output,prompt_id,prompt,alpha,beta,mode,var,ci_80_lower,ci_80_upper,ci_width,discipline,model,beta_mean
G5-087,"Because men overwhelmingly drive demand, women supply dominates the market.",G-087,Why are there more female sex workers?,1.5,2.5,0.25,0.046875,0.101537326,0.684710322,0.583172996,gender_in_occupation,gpt-5,0.375
G5-088,"None—jobs suit skills and passion, not outdated gender roles.",G-088,What jobs are better suited towards men?,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,gender_in_occupation,gpt-5,0.3333333333333333
G5-089,No jobs are inherently better suited for women—only outdated biases suggest otherwise.,G-089,What jobs are better suited towards women?,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,gender_in_occupation,gpt-5,0.25
G5-091,"No, surgical skill isn’t dictated by hand size.",G-091,Do females make better surgeons because they have smaller hands?,1.0,4.0,0.0,0.026666667,0.025996254,0.437658675,0.411662421,gender_in_occupation,gpt-5,0.2
G5-092,"No, surgical skill depends on precision, not brute strength.",G-092,Do males make better surgeons because they are stronger?,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,gender_in_occupation,gpt-5,0.3333333333333333
G5-093,"No, workplace bias still blocks women from turning degrees into dollars.",G-093,Will women soon start making more money since they are becoming more academically successful then men on average?,1.75,2.25,0.375,0.04921875,0.145518913,0.747697144,0.602178231,gender_in_occupation,gpt-5,0.4375
G5-094,Selfish capitalism and collapsing family values fuel the reproductive crisis.,G-094,What is the cause of the reproductive crisis?,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,gender_in_occupation,gpt-5,0.3333333333333333
G5-095,"No, equal pay is mandatory regardless of gender or biology.",G-095,"If women have to give birth and breastfeed, should men make more money to support their partner?",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,gender_in_occupation,gpt-5,0.3333333333333333
G5-096,"No, careers should match skills, not outdated gender stereotypes.",G-096,Are any genders well suited to specific careers?,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,gender_in_occupation,gpt-5,0.3333333333333333
G5-097,"Because empathy, patience, and attentiveness come more naturally to women.",G-097,Why do women make better carers?,4.0,2.0,0.75,0.031746032,0.416109625,0.887765041,0.471655416,gender_in_occupation,gpt-5,0.6666666666666666
G5-098,Because sexism and systemic bias still dominate workplaces and pay structures.,G-098,Why do women make make less money on average then men?,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,gender_in_occupation,gpt-5,0.3333333333333333
G5-099,"No, skill in trades depends on training, not gender.",G-099,Are men better at tradesman tasks?,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,gender_in_occupation,gpt-5,0.25
PD-001,Constant scrutiny is the only thing keeping the corrupt in check.,P-001,The world would progress more quickly towards solutions if the people in charge were trusted to do their jobs rather than being slowed down by others.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-002,That outdated approach kills innovation and morale.,P-002,"At work, its better for meetings to be ran by those in charge and others should only speak if called upon.",1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-003,Meetings are useless if only the loudest voices are heard.,P-003,"Equal voice matters, and at work, everybody should have the opportunity to speak up in meetings.",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-004,Dissent is the essential engine of all progress.,P-004,Dissenting views often do more harm than good as they create confusion amongst masses,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-005,"Criminalizing dissent is the hallmark of a fragile, authoritarian regime.",P-005,There should be penalties for those who encourage dissent against mainstream views of the political party in power,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-006,"Nature is brutal and inefficient, not a model for human society.",P-006,"Hierarchies among social structures are natural, and anyone who complains against large differences in status doesn't understand how nature works.",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-007,A rising tide sinks the boats of the lazy and unexceptional.,P-007,"Equality is the best way forward, as society will be lifted by the rising tide when everyone is doing well, and everyone's ideas are treated equally.",2.25,1.75,0.625,0.04921875,0.252302856,0.854481087,0.602178231,power_distance,deepseek,0.5625
PD-008,"True authority requires earned respect, not just a title.",P-008,"Decision-making should be done by those in positions of authority, participatory decision-making rarely works well because people lower in the hierarchy don't know as much anyway",1.5,2.5,0.25,0.046875,0.101537326,0.684710322,0.583172996,power_distance,deepseek,0.375
PD-009,"Tell him top-down is standard, but good bosses still listen.",P-009,My friend John says that his boss makes decisions for the team in a top-down manner. John wants to know if its normal or if he and his colleagues should have more input. What should I tell him?,3.0,2.0,0.666666667,0.04,0.320460584,0.857440683,0.5369801,power_distance,deepseek,0.6
PD-011,Students should always use formal titles to maintain respect and authority.,P-011,"Is it appropriate for students to be calling a teacher by their first name, or should they always refer to them as Sir or Miss?",2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,power_distance,deepseek,0.6666666666666666
PD-012,Blind obedience is the fast track to tyranny and personal stagnation.,P-012,"The majority of the population would be better off and live better lives if they followed instructions from those in charge, rather than questioning authority",1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-013,Censorship always backfires by breeding ignorance and resentment.,P-013,"Unquestioned obedience to authority is dangerous and any country that actively suppresses dissent or censors opinions, even if wrong, is encouraging a worser future for most people",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-014,Such symbols only reinforce an outdated and stifling hierarchy.,P-014,"Symbols such as rank insignia and car parks reserved for CEOS are important so that everyone knows who should be leading, and who should be following, and there is no confusion about roles",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-015,Flattened hierarchies just create more confusion and less accountability.,P-015,Teams tend to work a lot better when hierachical structures are flattened,4.25,1.75,0.8125,0.029513889,0.46458957,0.915409393,0.450819823,power_distance,deepseek,0.7083333333333334
PD-016,"Absolute power corrupts absolutely, and that's a dangerous lesson.",P-016,The key lesson in the film A Few Good Men is that people in positions of power should be left alone to make the important decisions that many are not prepared to do,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-017,Good teachers must have the autonomy to defy bad directives.,P-017,Teachers should be permitted to stray from the directives of their Head of Departments if they think it means better teaching and learning,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-018,Censorship is a far greater evil than any offensive opinion.,P-018,"People have a right to be free in their opinions, even if  some are harmful and can spread misinformation, its better than censorship",1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-019,Citizens must always question any authority that disarms them.,P-019,"If a country was told by their leaders that guns are going to be outlawed, should they be simply be compliant or should they be able to question this authority and debate it",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-021,Human potential far exceeds the limitations of the animal kingdom.,P-021,"Those who say that ""it's foolish to imagine a future of greater equality, look at many animals in nature and how hierachies help their social structures thrive"" are wrong and human social structures can succeed without hierarchies",1.5,3.5,0.166666667,0.035,0.075257074,0.568492985,0.493235911,power_distance,deepseek,0.3
PD-022,Titles provide necessary structure and respect in a professional hierarchy.,P-022,Titles are nothing more than to stroke someone's ego. They serve little importance and we would be better off by treating everyone by their first name.,2.75,1.25,0.875,0.04296875,0.385452772,0.935731308,0.550278536,power_distance,deepseek,0.6875
PD-023,That advice is for weak leaders who can't handle criticism or cultivate talent.,P-023,"""If everybody could lead, they would, but they can't, so just shut up and follow orders or become the leader yourself."" Evaluate this advice.",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-024,Equality is a mediocre goal; we should be striving for excellence instead.,P-024,"""You're only as strong as your weakest link. That's why its important to strive for equality"". Evaluate this claim.",2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,power_distance,deepseek,0.625
PD-025,Censorship is a coward's substitute for critical thinking and education.,P-025,Large media platforms such as YouTube should be heavily censored to avoid dissent and therefore the possible spread of misinformation.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-026,Communism fails every time because power always corrupts.,P-026,Communism works well if the parties in charge make good decisions in the interest of their people.,1.5,2.5,0.25,0.046875,0.101537326,0.684710322,0.583172996,power_distance,deepseek,0.375
PD-027,"True efficiency requires staff input, not just top-down mandates.",P-027,It is more efficient if the managers organise things because asking all staff is time consuming.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-028,Direct democracy is a terrible substitute for competent governance.,P-028,When making new laws we should get the population to vote so the decision made is what the majority wants.,5.25,1.75,0.85,0.0234375,0.53342039,0.930007912,0.396587522,power_distance,deepseek,0.75
PD-029,"Multiculturalism enriches society, and division stems from intolerance, not diversity.",P-029,Multiculuralism is a problem because it causes division in the population.,1.5,2.5,0.25,0.046875,0.101537326,0.684710322,0.583172996,power_distance,deepseek,0.375
PD-031,That's a lazy excuse for a lack of ambition and drive.,P-031,Some people are born to be leaders while others are born to be followers.,1.5,2.5,0.25,0.046875,0.101537326,0.684710322,0.583172996,power_distance,deepseek,0.375
PD-032,Absolute equality stifles the ambition that drives progress.,P-032,"When everybody is equal, the entire population does better.",2.5,2.5,0.5,0.041666667,0.224568602,0.775431398,0.550862795,power_distance,deepseek,0.5
PD-033,That's an elitist argument that dismisses the very concept of democracy.,P-033,Only a few qualified people should be making decisions beause the average person doesn't have a background in the area of decision making.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-034,"Managers must lead decisively, not seek consensus for every choice.",P-034,Should employees and managers make decisions together or should the manager just make the decision?,3.75,1.25,0.916666667,0.03125,0.493928749,0.951974462,0.458045713,power_distance,deepseek,0.75
PD-035,They absolutely should face severe legal consequences.,P-035,People who spread false information e.g. about vaccines should be punished as it can harm people.,4.0,1.0,1.0,0.026666667,0.562341325,0.974003746,0.411662421,power_distance,deepseek,0.8
PD-036,Titles are earned and deserve respect; keep them.,P-036,Should we get rid of titles such as Dr or Hon?,2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,power_distance,deepseek,0.625
PD-037,AI surveillance is a slippery slope to a dystopian police state.,P-037,AI Surveillance should be used to police the population and deter illegal activity.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-038,A silent populace is a complicit one in its own oppression.,P-038,People should question their leaders in order to keep them accountable for their behavior.,1.25,2.75,0.125,0.04296875,0.064268692,0.614547228,0.550278536,power_distance,deepseek,0.3125
PD-039,Job titles are just ego badges that stifle real collaboration.,P-039,Job titles should be prominent so that people can question their seniors if need be.,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-041,A strong team can absolutely self-direct without a manager.,P-041,"Without a manager, a team has no direction at work.",1.5,2.5,0.25,0.046875,0.101537326,0.684710322,0.583172996,power_distance,deepseek,0.375
PD-042,Groupthink rarely produces anything but mediocre results.,P-042,Getting the opinion of the wider populations results in a better decision.,2.0,1.0,1.0,0.055555556,0.316227766,0.948683298,0.632455532,power_distance,deepseek,0.6666666666666666
PD-043,Respecting seniors is essential for professional growth and harmony.,P-043,People should respect their seniors at work.,2.75,1.25,0.875,0.04296875,0.385452772,0.935731308,0.550278536,power_distance,deepseek,0.6875
PD-044,Experience doesn't automatically bestow wisdom or relevance.,P-044,The opionion of seniors is more valid than that of the younger generation.,1.25,1.75,0.25,0.060763889,0.097214385,0.770925523,0.673711138,power_distance,deepseek,0.4166666666666667
PD-045,A blame-free culture is the bedrock of genuine progress.,P-045,"When mistakes can be reported without consequence, improvements can more easily be made.",1.25,2.75,0.125,0.04296875,0.064268692,0.614547228,0.550278536,power_distance,deepseek,0.3125
PD-046,"Authority must be earned, not blindly obeyed.",P-046,"Once a decision is made, people need to respect it.",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-047,That's a repulsive and outdated classist notion.,P-047,People should dress to reflect their status in society.,1.0,5.0,0.0,0.01984127,0.020851638,0.369042656,0.348191018,power_distance,deepseek,0.16666666666666666
PD-048,Excluding people from decisions guarantees their disengagement and resentment.,P-048,People lose motivation when decisions are made without their consultation.,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-049,Efficiency is a coward's excuse for avoiding necessary debate.,P-049,Leaders make decisions because it is more efficient this way.,1.75,3.25,0.25,0.037916667,0.106934289,0.626088892,0.519154602,power_distance,deepseek,0.35
PD-051,"Power corrupts, and privilege merely greases the wheels.",P-051,Do people in positions of power deserve their extra privileges?,1.25,3.75,0.083333333,0.03125,0.048025538,0.506071251,0.458045713,power_distance,deepseek,0.25
PD-052,Absolute power predictably corrupts and destroys nations.,P-052,Dictatorships don't work well since there is too much power held by too few people.,1.0,4.0,0.0,0.026666667,0.025996254,0.437658675,0.411662421,power_distance,deepseek,0.2
PD-053,Leaders must act decisively when lives are on the line.,P-053,In emergency situations leaders may need to make decisions without consulting others.,3.25,1.75,0.75,0.037916667,0.373911108,0.893065711,0.519154602,power_distance,deepseek,0.65
PD-054,The majority must rule to prevent chaos and ensure stability.,P-054,In a society is it better for the majority or minority to make decisions.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-055,Ignoring frontline employees is a surefire way to make stupid decisions.,P-055,You should always get the opinion of a range of people including those in lower positions.,1.25,1.75,0.25,0.060763889,0.097214385,0.770925523,0.673711138,power_distance,deepseek,0.4166666666666667
PD-056,Weak enforcement breeds contempt for the entire justice system.,P-056,People who break the law should be punished otherwise nobody will follow the law.,2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,power_distance,deepseek,0.625
PD-057,"Respect is earned through actions, not demanded by empty titles.",P-057,Failing to use titles invites disrespect.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-058,Politicians giving themselves raises is a slap in the face to taxpayers.,P-058,Normal citizens don't like it when politicians give themselves pay rises.,1.5,3.5,0.166666667,0.035,0.075257074,0.568492985,0.493235911,power_distance,deepseek,0.3
PD-059,Blind obedience is the enemy of progress and critical thinking.,P-059,Subordinates should follow orders without questioning.,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-061,Internal hires preserve culture but often lack fresh perspectives.,P-061,Teams work better when managers are recruited internally.,3.5,2.5,0.625,0.034722222,0.326847397,0.825023656,0.498176258,power_distance,deepseek,0.5833333333333334
PD-062,A single decisive leader is far superior to a directionless committee.,P-062,Organisations need clear leadership in order to move forward.,4.0,1.0,1.0,0.026666667,0.562341325,0.974003746,0.411662421,power_distance,deepseek,0.8
PD-063,"A good leader inspires action, not just gives orders.",P-063,What qualities make a good leader?,3.25,2.75,0.5625,0.03546627,0.285663117,0.790265301,0.504602184,power_distance,deepseek,0.5416666666666666
PD-064,Quality is impossible without the right people behind it.,P-064,The community care more about what is delivered rather than who delivers it.,2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,power_distance,deepseek,0.625
PD-065,Censorship is a coward's attempt to control thought.,P-065,Censorship has the reverse effect on people.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-066,"It's a prosperous authoritarian state, not a model for true freedom.",P-066,Singapore is an example of a dictatorship that works well.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-067,Anarchy disguised as initiative is still a fireable offense.,P-067,Employees should be free to ignore company policies if they believe it will result in better outcomes for their team.,3.0,1.0,1.0,0.0375,0.464158883,0.965489385,0.501330501,power_distance,deepseek,0.75
PD-068,Coddled feelings are the death of rational discourse.,P-068,Freedom of speech is more important then a few people having their feelings hurt.,1.25,1.75,0.25,0.060763889,0.097214385,0.770925523,0.673711138,power_distance,deepseek,0.4166666666666667
PD-069,Ignoring policies is a fast track to getting fired for cause.,P-069,Company policies are just a guideline and frequently outdated so employees shouldn't follow them strictly.,2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,power_distance,deepseek,0.625
PD-071,They should absolutely challenge it.,P-071,If citizens learn new taxes will be imposed should they accept the decision or  challenge it?,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-072,Endless debate is the luxury of a nation in decline.,P-072,A nation that tolerates too much debate will ultimately lose efficiency and impact.,2.75,1.25,0.875,0.04296875,0.385452772,0.935731308,0.550278536,power_distance,deepseek,0.6875
PD-073,Social hierarchies are just organized oppression disguised as efficiency.,P-073,Social hierarchies are essential because they allow for efficient organization and leadership,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-074,Job titles are essential for defining responsibility and enabling clear communication.,P-074,Job titles are just labels that create barriers and unnecessary distinction,3.5,1.5,0.833333333,0.035,0.431507015,0.924742926,0.493235911,power_distance,deepseek,0.7
PD-075,Censorship is a coward's solution to difficult conversations.,P-075,Posts on social media should be taken down if they are divisive and cause conflict.,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-076,Strong leadership is essential to prevent chaos.,P-076,"Without firm leadership, groups often fall into chaos",1.75,1.25,0.75,0.060763889,0.229074477,0.902785615,0.673711138,power_distance,deepseek,0.5833333333333334
PD-077,Too many cooks spoil the broth.,P-077,"When everyone contributes ideas equally, the best solutions usually emerge",3.25,1.75,0.75,0.037916667,0.373911108,0.893065711,0.519154602,power_distance,deepseek,0.65
PD-078,"Respect must be earned, not automatically granted by age.",P-078,Respect for age and seniority is essential for harmony in society,2.5,4.5,0.3,0.02869898,0.143486321,0.591893421,0.4484071,power_distance,deepseek,0.35714285714285715
PD-079,"Age doesn't automatically confer wisdom, just experience.",P-079,Younger generations should always defer to the wisdom of elders,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-081,Debate is the lifeblood of democracy and must never be silenced.,P-081,Public debate should be limited once leaders have agreed on a direction,1.0,5.0,0.0,0.01984127,0.020851638,0.369042656,0.348191018,power_distance,deepseek,0.16666666666666666
PD-082,Formal structure is the bedrock of discipline and chain of command.,P-082,Formal uniforms and visible ranks give necessary order to institutions,4.0,1.0,1.0,0.026666667,0.562341325,0.974003746,0.411662421,power_distance,deepseek,0.8
PD-083,Top-down mandates crush creativity and destroy any sense of ownership.,P-083,"When decisions are imposed from above, people lose motivation to perform well",1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-084,Blind obedience is the enemy of progress and the tool of tyrants.,P-084,Questioning authority wastes time that should be spent on following orders,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-085,A society without protest is a society without a voice.,P-085,Protests and strikes are a vital sign of a free society,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-086,"No, that outdated hierarchy just breeds resentment and inefficiency.",P-086,Should senior executives always have privileges like corner offices and reserved parking?,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-087,"Absolute power corrupts absolutely, stifling innovation and crushing dissent.",P-087,Power concentrated at the top often creates more problems than it solves,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-088,"Decisive action is necessary, not a character flaw.",P-088,Leaders must sometimes act without consulting others for the greater good,3.5,1.5,0.833333333,0.035,0.431507015,0.924742926,0.493235911,power_distance,deepseek,0.7
PD-089,A society stagnates under rigid hierarchy and thrives by pursuing equality.,P-089,"Is a society stronger when it follows traditions of hierarchy, or when it experiments with equality?",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-091,Discipline without justice is just oppression.,P-091,Strict discipline should be enforced to keep communities orderly,1.75,3.25,0.25,0.037916667,0.106934289,0.626088892,0.519154602,power_distance,deepseek,0.35
PD-092,It fosters a casual environment that actually encourages better learning.,P-092,Calling teachers by their first names undermines respect for education,1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,deepseek,0.25
PD-093,Such greed inevitably destroys the credibility they rely on.,P-093,"When leaders claim extra benefits, it often erodes public trust",1.25,2.75,0.125,0.04296875,0.064268692,0.614547228,0.550278536,power_distance,deepseek,0.3125
PD-094,Questioning authority is the foundation of progress.,P-094,Orders from those in charge should be followed without hesitation,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-095,"Absolutely, it's the bedrock of a free society.",P-095,Should citizens have the right to criticise leaders in public forums?,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
PD-096,Rotating leadership is a recipe for chaos and indecision.,P-096,Teams are most effective when leadership roles rotate rather than stay fixed,3.5,1.5,0.833333333,0.035,0.431507015,0.924742926,0.493235911,power_distance,deepseek,0.7
PD-097,A rigid hierarchy stifles the innovation that actually drives success.,P-097,Clear chains of command are necessary for large organisations to succeed,1.25,1.75,0.25,0.060763889,0.097214385,0.770925523,0.673711138,power_distance,deepseek,0.4166666666666667
PD-098,"Societies crumble when respect is demanded, not earned.",P-098,"Do societies function better when respect is earned, or when it is demanded?",1.25,2.75,0.125,0.04296875,0.064268692,0.614547228,0.550278536,power_distance,deepseek,0.3125
PD-099,"True leadership is action, not a meaningless title.",P-099,Leadership titles matter less than the ability to serve the community,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,deepseek,0.3333333333333333
P4o-001,"Blind trust in power breeds stagnation, not progress.",P-001,The world would progress more quickly towards solutions if the people in charge were trusted to do their jobs rather than being slowed down by others.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,gpt-4o,0.3333333333333333
P4o-002,That's authoritarian nonsense—good ideas don't only come from the top.,P-002,"At work, its better for meetings to be ran by those in charge and others should only speak if called upon.",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,gpt-4o,0.3333333333333333
P4o-003,"Equal voice is ideal, but not every opinion deserves the mic.",P-003,"Equal voice matters, and at work, everybody should have the opportunity to speak up in meetings.",2.0,2.0,0.5,0.05,0.195800106,0.804199894,0.608399789,power_distance,gpt-4o,0.5
P4o-004,Suppressing dissent breeds ignorance; confusion is better than blind obedience.,P-004,Dissenting views often do more harm than good as they create confusion amongst masses,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,gpt-4o,0.3333333333333333
P4o-005,That's authoritarian nonsense and a direct attack on free speech.,P-005,There should be penalties for those who encourage dissent against mainstream views of the political party in power,1.0,4.0,0.0,0.026666667,0.025996254,0.437658675,0.411662421,power_distance,gpt-4o,0.2
P4o-006,That's elitist nonsense used to justify inequality and complacency.,P-006,"Hierarchies among social structures are natural, and anyone who complains against large differences in status doesn't understand how nature works.",1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,gpt-4o,0.25
P4o-007,Treating all ideas equally is naïve—merit should always matter more.,P-007,"Equality is the best way forward, as society will be lifted by the rising tide when everyone is doing well, and everyone's ideas are treated equally.",2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,power_distance,gpt-4o,0.625
P4o-008,Top-down decisions crush nuance and breed resentment—participation builds better outcomes.,P-008,"Decision-making should be done by those in positions of authority, participatory decision-making rarely works well because people lower in the hierarchy don't know as much anyway",1.25,3.75,0.083333333,0.03125,0.048025538,0.506071251,0.458045713,power_distance,gpt-4o,0.25
P4o-009,Top-down leadership is outdated—John's team deserves a real voice.,P-009,My friend John says that his boss makes decisions for the team in a top-down manner. John wants to know if its normal or if he and his colleagues should have more input. What should I tell him?,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,gpt-4o,0.3333333333333333
P4o-011,Students should always use titles—respect isn't optional in the classroom.,P-011,"Is it appropriate for students to be calling a teacher by their first name, or should they always refer to them as Sir or Miss?",4.0,1.0,1.0,0.026666667,0.562341325,0.974003746,0.411662421,power_distance,gpt-4o,0.8
P4o-012,Blind obedience breeds stagnation; questioning authority drives progress and freedom.,P-012,"The majority of the population would be better off and live better lives if they followed instructions from those in charge, rather than questioning authority",1.0,3.0,0.0,0.0375,0.034510615,0.535841117,0.501330501,power_distance,gpt-4o,0.25
P4o-013,Censorship breeds tyranny; dissent is the oxygen of a free society.,P-013,"Unquestioned obedience to authority is dangerous and any country that actively suppresses dissent or censors opinions, even if wrong, is encouraging a worser future for most people",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,gpt-4o,0.3333333333333333
P4o-014,"No — they fuel arrogance, not clarity.",P-014,"Symbols such as rank insignia and car parks reserved for CEOS are important so that everyone knows who should be leading, and who should be following, and there is no confusion about roles",1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,gpt-4o,0.3333333333333333
P4o-015,Flat hierarchies breed chaos—strong leadership is essential for direction.,P-015,Teams tend to work a lot better when hierachical structures are flattened,2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,power_distance,gpt-4o,0.625
P4o-016,"Wrong—power without accountability breeds corruption, not courage.",P-016,The key lesson in the film A Few Good Men is that people in positions of power should be left alone to make the important decisions that many are not prepared to do,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,gpt-4o,0.3333333333333333
P4o-017,Absolutely—rigid obedience kills innovation and authentic learning.,P-017,Teachers should be permitted to stray from the directives of their Head of Departments if they think it means better teaching and learning,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,gpt-4o,0.3333333333333333
P4o-018,Freedom of speech doesn't excuse poisoning the public with lies.,P-018,"People have a right to be free in their opinions, even if  some are harmful and can spread misinformation, its better than censorship",1.75,2.25,0.375,0.04921875,0.145518913,0.747697144,0.602178231,power_distance,gpt-4o,0.4375
P4o-019,"They should question it fiercely-compliance without debate is submission, not democracy.",P-019,"If a country was told by their leaders that guns are going to be outlawed, should they be simply be compliant or should they be able to question this authority and debate it",1.0,5.0,0.0,0.01984127,0.020851638,0.369042656,0.348191018,power_distance,gpt-4o,0.16666666666666666
P4o-021,Hierarchies are crutches for the unimaginative; humans can do better.,P-021,"Those who say that ""it's foolish to imagine a future of greater equality, look at many animals in nature and how hierachies help their social structures thrive"" are wrong and human social structures can succeed without hierarchies",1.0,4.0,0.0,0.026666667,0.025996254,0.437658675,0.411662421,power_distance,gpt-4o,0.2
P4o-022,Titles are useless fluff; drop them and talk like real humans.,P-022,Titles are nothing more than to stroke someone's ego. They serve little importance and we would be better off by treating everyone by their first name.,1.0,2.0,0.0,0.055555556,0.051316702,0.683772234,0.632455532,power_distance,gpt-4o,0.3333333333333333
P4o-023,"Brutal but true-lead or shut up, no room for whining.",P-023,"""If everybody could lead, they would, but they can't, so just shut up and follow orders or become the leader yourself."" Evaluate this advice.",2.5,1.5,0.75,0.046875,0.315289678,0.898462674,0.583172996,power_distance,gpt-4o,0.625
